+--------------------+--------------------+
|        Word        |        IDF         |
|       socks        | 4.647009965780663  |
|       boots        | 4.652656508168873  |
|        male        |  4.69310107298093  |
|       khaki        | 4.711548486918234  |
|       phone        | 4.748249853768662  |
|        knee        | 4.749496736723225  |
|        hat         | 4.781185066184092  |
|       walks        | 4.813245384822993  |
|       orange       | 4.827981083476747  |
|       bright       | 4.830683787824631  |
|         be         | 4.858120351051786  |
|        one         | 4.858816003253754  |
|        tee         | 4.8623015418121875 |
|         as         | 4.867201796630027  |
|       denim        | 4.869309278969592  |
|         or         | 4.889196298012309  |
|       hands        |  4.89711855766802  |
|       button       | 4.913888910602681  |
|     shoulders      | 4.918310435860558  |
|       plaid        | 4.961319705016335  |
|       blouse       | 4.998230059036432  |
|       collar       | 5.0054561041281715 |
|       watch        | 5.034894043408023  |
|      stripes       | 5.048260992641997  |
|       around       | 5.049102389410188  |
|      appears       | 5.055859171873068  |
|        high        | 5.0609568889447365 |
|        neck        | 5.0643698615409765 |
|     something      |  5.06522492786071  |
|       female       | 5.079874048076942  |
|      collared      | 5.082481611484023  |
|        boy         | 5.108044925043639  |
|      leggings      | 5.116113099693148  |
|        head        | 5.118817022025549  |
|      ponytail      | 5.149052948771016  |
|       across       | 5.166885425066572  |
|      standing      | 5.166885425066572  |
|     sleeveless     | 5.170680496035123  |
|        polo        | 5.175444678462242  |
|       stripe       | 5.197657083733326  |
|        belt        |  5.20747070518165  |
|        away        | 5.215391538673094  |
|        tank        | 5.2233756130213145 |
|       beige        | 5.2253816317481805 |
|       pulled       | 5.232434557710066  |
|        flip        | 5.2415763176681605 |
|     sweatshirt     | 5.252864277442012  |
|       wrist        | 5.283249014068729  |
|        feet        | 5.2928696120557115 |
|       along        | 5.313488899258447  |
|       strap        | 5.313488899258447  |
|       small        | 5.317884510731485  |
|       slacks       | 5.331188476357848  |
|       flops        | 5.336784461861969  |
|       tight        | 5.343541244324849  |
|       under        | 5.345803688728818  |
|        suit        | 5.373359967348523  |
|        body        | 5.382716760759404  |
|       haired       | 5.388609529726555  |
|        tie         | 5.392161931330923  |
|       print        | 5.401697164481923  |
|      picture       | 5.404095247165936  |
|      shopping      | 5.4482742105425634 |
|        some        | 5.450786774678447  |
|       looks        | 5.455830921565124  |
|        very        | 5.4634451715503705 |
|       camera       | 5.4711178434620305 |
|       behind       | 5.478849840745356  |
|        pony        | 5.480144339308002  |
|      dressed       | 5.485339156185106  |
|        into        | 5.491870858048322  |
|        both        | 5.495810456052402  |
|        vest        | 5.506392565382939  |
|       heels        | 5.507723237568643  |
|      umbrella      | 5.513063704199961  |
|       asian        | 5.519779646165398  |
|        tail        | 5.519779646165398  |
|       waist        | 5.531983187446127  |
|        flat        | 5.5333483753714665 |
|       knees        |   5.534715429583   |
|       hoodie       | 5.540202411799259  |
|        have        | 5.5540530487331585 |
|        they        | 5.5540530487331585 |
|        cap         | 5.5680982234362055 |
|        cell        | 5.5680982234362055 |
|     underneath     | 5.585217043767987  |
|     patterned      | 5.592437291741473  |
|       design       |  5.59388761831912  |
|       straps       | 5.598251261606893  |
|     sunglasses     | 5.6099816013923824 |
|        book        | 5.626338843417154  |
|      straight      | 5.636889054312308  |
|      forward       | 5.639923958007461  |
|       chest        | 5.650619247124209  |
|        arms        | 5.656782594831878  |
|       hooded       | 5.696188796593599  |
|       color        |  5.6977978073993   |
|        two         | 5.702640431875087  |
|       object       | 5.7173106216228815 |
|      handbag       | 5.723900431301937  |
|        trim        | 5.732199234116632  |
|        all         | 5.733867291217329  |
|        open        | 5.733867291217329  |
|       loose        | 5.735538135382146  |
|      visible       | 5.737211775940176  |
|       above        |  5.74731287192668  |
|        hood        |  5.74731287192668  |
|       facing       | 5.757517042100922  |
|       floral       | 5.7592279065045515 |
|        logo        |  5.76265844160134  |
|      writing       | 5.787007470611627  |
|        tote        | 5.788769585605026  |
|       stands       | 5.794074637834719  |
|       below        | 5.799407983810082  |
|      pattern       | 5.806563649405494  |
|       street       | 5.811964202585495  |
|       bottom       | 5.8301796424768355 |
|       scarf        | 5.841270329170994  |
|      printed       | 5.843130794823914  |
|      athletic      | 5.848733050372584  |
|       other        | 5.8695474252678554 |
|       their        | 5.873378847579412  |
|       medium       | 5.877225006166889  |
|        navy        |  5.88108601482435  |
|      graphic       | 5.908538719233039  |
|       blonde       | 5.918528812308126  |
|        bags        | 5.926593372144856  |
|       capri        | 5.928619715290089  |
|      leather       | 5.934723498228106  |
|        mid         | 5.9511847752821785 |
|      running       | 5.955342785430842  |
|       pocket       | 5.961612398444437  |
|       soles        | 5.961612398444437  |
|       silver       | 5.963711035101358  |
|      sidewalk      | 5.970033500840845  |
|       which        | 5.970033500840845  |
|       cargo        | 5.980660593415132  |
|        gold        | 5.982799631663881  |
|        cut         | 5.989244337106523  |
|        leg         | 5.991401835246545  |
|       rolled       | 6.004445498438574  |
|       ankle        | 6.0265702947192095 |
|      hanging       | 6.0310546071665385 |
|       women        | 6.0310546071665385 |
|       holds        | 6.033304326900554  |
|        thin        | 6.033304326900554  |
|       adult        | 6.067671970404762  |
|        bent        | 6.067671970404762  |
|        him         | 6.074689543063408  |
|       skinny       | 6.0770397204083615 |
|        seen        | 6.098443629071515  |
|       tucked       | 6.1032629155074645 |
|        face        | 6.108105539983252  |
|        hem         | 6.122775729731046  |
|        past        | 6.125241822226239  |
|        well        | 6.127714011371628  |
|       outfit       | 6.130192327386095  |
|        off         | 6.137664342224796  |
|       tights       | 6.145192608645588  |
|      fitting       | 6.1629821502090865 |
|       style        | 6.1863295142060775 |
|        hip         | 6.194234693713191  |
|      plastic       | 6.202202863362368  |
|        who         | 6.210235035059632  |
|     checkered      | 6.218332245292252  |
|      talking       | 6.218332245292252  |
|       tshirt       | 6.226495555931412  |
|        worn        | 6.231975021696038  |
|         by         | 6.243024857882623  |
|     horizontal     | 6.248595902932078  |
|        tied        | 6.248595902932078  |
|       paper        | 6.254198158480748  |
|       child        | 6.2598319761990036 |
|       flats        | 6.265497713734681  |
|       capris       | 6.274056967130352  |
|       laces        | 6.274056967130352  |
|     individual     | 6.276926409558304  |
|      cropped       | 6.279804109385919  |
|       baggy        | 6.294318152270173  |
|      stripped      | 6.294318152270173  |
|     pedestrian     | 6.300183271722571  |
|        tall        | 6.3120177293695745 |
|       cross        | 6.3149983575077115 |
|       little       | 6.320986399352335  |
|        skin        | 6.320986399352335  |
|       elbow        |  6.32399392041629  |
|       inside       | 6.327010513955716  |
|      pockets       | 6.327010513955716  |
|       slung        | 6.333071138567407  |
|     messenger      | 6.3361152809486345 |
|        guy         | 6.3453037070030405 |
|      trousers      | 6.357687766202763  |
|         no         | 6.367077506552602  |
|       ending       | 6.3702271154554975 |
|      another       | 6.373386675745866  |
|      slightly      | 6.386125701523296  |
|       heeled       | 6.389335977153545  |
|        near        | 6.3925565918535865 |
|        like        | 6.415396083823409  |
|       middle       | 6.415396083823409  |
|       maroon       | 6.418701871957909  |
|        out         | 6.425346414676578  |
|       floor        | 6.428685315942092  |
|      baseball      | 6.432035402827374  |
|        just        | 6.452375087064497  |
|        bun         | 6.455805622161286  |
|        wide        | 6.455805622161286  |
|      through       | 6.462702201220346  |
|        foot        | 6.466168409196833  |
|        slip        | 6.483681991689541  |
|        low         | 6.4943392861635285 |
|       bottle       | 6.512357791666207  |
|       multi        |  6.53441750973094  |
|        full        | 6.538141908821922  |
|       there        | 6.538141908821922  |
|      matching      | 6.549399063346557  |
|       sides        | 6.549399063346557  |
|        type        | 6.553179786186463  |
|       shiny        | 6.564608482010085  |
|      bracelet      | 6.587865344174352  |
|       thigh        | 6.587865344174352  |
|        next        |  6.61167599286807  |
|      clothing      | 6.619740552704801  |
|        what        |  6.63606744599223  |
|     eyeglasses     | 6.640191163176092  |
|       heavy        | 6.640191163176092  |
|      towards       | 6.6484899659907875 |
|      satchel       | 6.652665337401268  |
|       olive        | 6.656858215661304  |
|       curved       |  6.66954337518862  |
|       elbows       | 6.691049580409583  |
|     briefcase      | 6.695406885778539  |
|      colorful      | 6.699783260378338  |
|       older        | 6.699783260378338  |
|      strapped      | 6.699783260378338  |
|       falls        | 6.704178871851376  |
|        heel        | 6.704178871851376  |
|      bottoms       | 6.7130284871283585 |
|        goes        |  6.72195711787266  |
|      necklace      | 6.735501342980417  |
|        teal        | 6.735501342980417  |
|       fitted       | 6.744633826543689  |
|       cream        | 6.753850481648613  |
|        calf        | 6.758490861205115  |
|        slim        | 6.767836723623353  |
|        them        | 6.767836723623353  |
|      burgundy      | 6.786794637367968  |
|       darker       | 6.791590809631461  |
|        pale        |  6.80611891019437  |
|       bangs        | 6.811008895488562  |
|       piece        | 6.811008895488562  |
|       water        | 6.811008895488562  |
|      cardigan      | 6.820861191931574  |
|        ear         | 6.825823981273703  |
|      extended      | 6.8358240646082855 |
|      neckline      | 6.8358240646082855 |
|      buttons       | 6.8408618586382435 |
|      suitcase      | 6.8408618586382435 |
|       casual       |  6.84592516059479  |
|       curly        |  6.84592516059479  |
|        neon        |  6.84592516059479  |
|       toward       |  6.84592516059479  |
|        step        | 6.851014230102261  |
|      pushing       | 6.856129330769032  |
|        big         | 6.8612707302694504 |
|        can         | 6.866438700427893  |
|       thick        | 6.871633517304997  |
|      clothes       | 6.876855461286149  |
|       riding       | 6.876855461286149  |
|        had         | 6.8821048171722925 |
|      opposite      | 6.8821048171722925 |
|        for         | 6.898020272478192  |
|        band        | 6.903382215619577  |
|      business      | 6.903382215619577  |
|        fur         | 6.908773064254453  |
|     lettering      | 6.908773064254453  |
|        pant        | 6.908773064254453  |
|       papers       | 6.919642736491357  |
|        bald        | 6.925122202255983  |
|      bicycle       | 6.925122202255983  |
|      covered       | 6.925122202255983  |
|       three        | 6.925122202255983  |
|       faded        | 6.930631858066953  |
|     gentleman      | 6.930631858066953  |
|       ground       | 6.930631858066953  |
|      lighter       | 6.936172038442568  |
|      pulling       | 6.936172038442568  |
|        nike        | 6.941743083492024  |
|        see         | 6.947345339040694  |
|       stairs       | 6.947345339040694  |
|     direction      | 6.952979156758949  |
|        lime        | 6.952979156758949  |
|        case        | 6.964342915409264  |
|       turned       | 6.964342915409264  |
|        gym         | 6.975837294834999  |
|       gloves       | 6.981634412519325  |
|        not         | 6.981634412519325  |
|      slender       | 6.987465332830118  |
|      outside       |  7.00516490992952  |
|       polka        | 7.011135076916023  |
|        baby        | 7.017141100976235  |
|      building      | 7.017141100976235  |
|      crossed       | 7.0231834154321975 |
|       seems        | 7.0231834154321975 |
|      balding       | 7.0477245243483155 |
|      skinned       | 7.053955074098951  |
|     undershirt     | 7.053955074098951  |
|      reddish       | 7.060224687112547  |
|       draped       | 7.066533856305812  |
|       level        | 7.066533856305812  |
|       steps        |  7.07288308398447  |
|       waring       |  7.07288308398447  |
|      flowers       | 7.092176286919149  |
|     caucasian      | 7.0986909679403425 |
|      buttoned      | 7.105248368486502  |
|      crossing      | 7.105248368486502  |
|        robe        | 7.111849052517854  |
|       blazer       | 7.118493595236522  |
|       closed       | 7.118493595236522  |
|        held        | 7.131916615568663  |
|        each        | 7.138696302554042  |
|        shoe        | 7.138696302554042  |
|      someone       | 7.138696302554042  |
|        area        | 7.145522267624442  |
|       upper        | 7.145522267624442  |
|      possibly      | 7.159315589756778  |
|     stockings      | 7.166284259072871  |
|      against       | 7.173301831731518  |
|        but         | 7.173301831731518  |
|       going        | 7.173301831731518  |
|        legs        | 7.173301831731518  |
|       blond        | 7.187486466723474  |
|     cellphone      | 7.194654956202086  |
|       image        | 7.194654956202086  |
|      flowing       | 7.201875204175574  |
|       beard        | 7.209147963504654  |
|        item        | 7.209147963504654  |
|    prescription    | 7.209147963504654  |
|       sweat        | 7.209147963504654  |
|       takes        | 7.209147963504654  |
|        hips        | 7.216474003596726  |
|        line        | 7.216474003596726  |
|        mall        | 7.216474003596726  |
|       lifted       | 7.223854110894349  |
|      luggage       | 7.223854110894349  |
|        toe         | 7.223854110894349  |
|      vertical      | 7.223854110894349  |
|       carry        | 7.231289089381867  |
|      designs       | 7.246326966746407  |
|        dots        | 7.246326966746407  |
|       folded       | 7.246326966746407  |
|       reach        | 7.246326966746407  |
|       comes        | 7.253931566131627  |
|        lace        | 7.253931566131627  |
|     turquoise      | 7.253931566131627  |
|        mini        | 7.261594438877196  |
|       peach        | 7.261594438877196  |
|       solid        | 7.261594438877196  |
|        bike        | 7.269316484971106  |
|     escalator      | 7.277098625413161  |
|        wear        | 7.277098625413161  |
|      covering      | 7.292846982381301  |
|       framed       | 7.292846982381301  |
|      stroller      | 7.300815152030477  |
|    multicolored    | 7.308847323727742  |
|       tunic        | 7.308847323727742  |
|       ankles       | 7.325107844599522  |
|       lines        | 7.325107844599522  |
|      pullover      | 7.325107844599522  |
|       cuffs        | 7.333338343736037  |
|        eye         | 7.333338343736037  |
|        half        | 7.333338343736037  |
|       shirts       | 7.333338343736037  |
|      smiling       | 7.333338343736037  |
|       blurry       | 7.341637146550733  |
|        box         | 7.341637146550733  |
|      reaches       | 7.341637146550733  |
|         go         | 7.350005396221249  |
|      uniform       | 7.358444264867114  |
|       ahead        | 7.366954954535022  |
|        bow         | 7.366954954535022  |
|       pushed       | 7.375538698226414  |
|      several       | 7.375538698226414  |
|      accents       | 7.392930440938283  |
|       photo        | 7.401741070620438  |
|       square       | 7.401741070620438  |
|       handle       | 7.410630018037684  |
|        aged        | 7.419598688020444  |
|       flower       | 7.419598688020444  |
|        deep        | 7.428648523540362  |
|       paired       | 7.437781007103634  |
|     backwards      | 7.446997662208559  |
|     headphones     | 7.446997662208559  |
|       people       | 7.446997662208559  |
|       plain        | 7.446997662208559  |
|       colors       | 7.456300054870872  |
|        room        | 7.456300054870872  |
|       sports       | 7.456300054870872  |
|        gown        | 7.475168539175255  |
|       number       | 7.475168539175255  |
|        sort        | 7.475168539175255  |
|        ball        | 7.484737990191406  |
|        end         | 7.484737990191406  |
|       puffy        | 7.484737990191406  |
|       wedge        | 7.484737990191406  |
|       hangs        | 7.494399901103143  |
|    horizontally    | 7.494399901103143  |
|       khakis       | 7.494399901103143  |
|        work        | 7.494399901103143  |
|        dot         | 7.504156076048507  |
|       edging       | 7.504156076048507  |
|       longer       | 7.504156076048507  |
|        zip         | 7.504156076048507  |
|       mouth        | 7.514008372491519  |
|      bookbag       | 7.523958703344687  |
|        chin        | 7.523958703344687  |
|      flowered      | 7.523958703344687  |
|      loafers       | 7.523958703344687  |
|    rectangular     | 7.523958703344687  |
|        view        | 7.523958703344687  |
|       apron        | 7.534009039198189  |
|       appear       | 7.544161410662206  |
|        set         | 7.544161410662206  |
|      leaning       | 7.554417910829396  |
|        may         | 7.554417910829396  |
|      haircut       | 7.564780697864942  |
|        hot         | 7.564780697864942  |
|        way         | 7.564780697864942  |
|       cuffed       | 7.575251997732238  |
|      quarter       | 7.575251997732238  |
|        rear        | 7.575251997732238  |
|      touching      | 7.575251997732238  |
|       height       | 7.585834107062775  |
|        walk        | 7.585834107062775  |
|        flop        | 7.596529396179522  |
|      outdoor       | 7.596529396179522  |
|      overcoat      | 7.596529396179522  |
|     camouflage     | 7.607340312283738  |
|      showing       | 7.618269382815928  |
|       trench       | 7.618269382815928  |
|       breast       | 7.629319219002514  |
|       golden       | 7.629319219002514  |
|        kid         | 7.629319219002514  |
|         us         | 7.629319219002514  |
|      letters       | 7.640492519600638  |
|        cup         | 7.651792074854572  |
|        kind        | 7.651792074854572  |
|        made        | 7.651792074854572  |
|       using        | 7.651792074854572  |
|       winter       | 7.651792074854572  |
|       raised       |  7.67478159307927  |
|      reading       |  7.67478159307927  |
|      slippers      |  7.67478159307927  |
|      teenage       |  7.67478159307927  |
|       drink        | 7.686477632842462  |
|      flannel       | 7.686477632842462  |
|      knapsack      | 7.686477632842462  |
|       mostly       | 7.686477632842462  |
|     sweatpants     | 7.686477632842462  |
|      swinging      | 7.686477632842462  |
|        wavy        | 7.686477632842462  |
|       close        | 7.698312090489464  |
|       books        |  7.71028828153618  |
|      overalls      |  7.71028828153618  |
|       shaved       |  7.71028828153618  |
|       store        |  7.71028828153618  |
|       taking       |  7.71028828153618  |
|       center       | 7.722409642068525  |
|       folder       | 7.722409642068525  |
|     including      | 7.722409642068525  |
|      carried       | 7.7346797346603395 |
|        sole        | 7.7346797346603395 |
|      wrinkled      | 7.7346797346603395 |
|      checked       | 7.747102254658897  |
|        look        | 7.747102254658897  |
|        sun         | 7.747102254658897  |
|      rounded       | 7.759681036865757  |
|        whit        | 7.759681036865757  |
|       words        | 7.759681036865757  |
|       about        | 7.772420062643187  |
|      american      | 7.772420062643187  |
|      handles       | 7.772420062643187  |
|       leans        | 7.772420062643187  |
|      pavement      | 7.772420062643187  |
|        same        | 7.772420062643187  |
|       shows        | 7.772420062643187  |
|        toed        | 7.772420062643187  |
|       sheer        | 7.7853234674790945 |
|        wall        | 7.7853234674790945 |
|       clear        | 7.798395549046448  |
|       flared       | 7.798395549046448  |
|      grayish       | 7.798395549046448  |
|       laptop       | 7.798395549046448  |
|       rimmed       | 7.798395549046448  |
|       round        | 7.798395549046448  |
|      profile       | 7.811640775796468  |
|      subject       | 7.811640775796468  |
|        tone        | 7.811640775796468  |
|        cart        | 7.8250637961286085 |
|       emblem       | 7.8250637961286085 |
|       lower        | 7.8250637961286085 |
|     oversized      | 7.8250637961286085 |
|      package       | 7.8250637961286085 |
|      together      | 7.8250637961286085 |
|     unbuttoned     | 7.8250637961286085 |
|        ends        | 7.838669448184388  |
|      graphics      | 7.838669448184388  |
|      railing       | 7.838669448184388  |
|        camo        | 7.852462770316723  |
|        come        | 7.852462770316723  |
|       dotted       | 7.852462770316723  |
|      headband      | 7.852462770316723  |
|        mask        | 7.852462770316723  |
|        only        | 7.852462770316723  |
|     pantyhose      | 7.852462770316723  |
|       badge        | 7.866449012291463  |
|     complexion     | 7.866449012291463  |
|       fanny        | 7.866449012291463  |
|         if         | 7.866449012291463  |
|        old         | 7.866449012291463  |
|       formal       | 7.880633647283419  |
|       frame        | 7.880633647283419  |
|      grocery       | 7.880633647283419  |
|      rolling       | 7.880633647283419  |
|      sandles       | 7.880633647283419  |
|       strip        | 7.880633647283419  |
|       zipper       | 7.880633647283419  |
|      african       | 7.895022384735519  |
|       device       | 7.895022384735519  |
|     microphone     | 7.895022384735519  |
|       styled       | 7.895022384735519  |
|       toned        | 7.895022384735519  |
|      brunette      | 7.909621184156672  |
|        ears        | 7.909621184156672  |
|      lavender      | 7.909621184156672  |
|     wristwatch     | 7.909621184156672  |
|        aqua        | 7.924436269941812  |
|       being        | 7.924436269941812  |
|       jersey       | 7.924436269941812  |
|       parted       | 7.924436269941812  |
|       scoop        | 7.924436269941812  |
|       build        | 7.939474147306353  |
|     flipflops      | 7.939474147306353  |
|       almost       | 7.954741619437141  |
|       either       | 7.954741619437141  |
|        form        | 7.954741619437141  |
|      midriff       | 7.954741619437141  |
|        mint        | 7.954741619437141  |
|       opened       | 7.954741619437141  |
|        part        | 7.954741619437141  |
|       pumps        | 7.954741619437141  |
|      reaching      | 7.954741619437141  |
|      converse      | 7.970245805973106  |
|     different      | 7.970245805973106  |
|        lacy        | 7.970245805973106  |
|      notebook      | 7.970245805973106  |
|      ruffled       | 7.970245805973106  |
|       spots        | 7.970245805973106  |
|       stage        | 7.970245805973106  |
|       swings       | 7.970245805973106  |
|      trimmed       | 7.970245805973106  |
|       fabric       | 7.985994162941245  |
|       items        | 7.985994162941245  |
|        many        | 7.985994162941245  |
|       sized        | 7.985994162941245  |
|      walkway       | 7.985994162941245  |
|     miniskirt      | 8.001994504287687  |
|      pointed       | 8.001994504287687  |
|        you         | 8.001994504287687  |
|      downward      | 8.018255025159467  |
|        its         | 8.018255025159467  |
|      jogging       | 8.018255025159467  |
|      strappy       | 8.018255025159467  |
|        bare        | 8.034784327110678  |
|      closely       | 8.034784327110678  |
|      forearm       | 8.034784327110678  |
|        onto        | 8.034784327110678  |
|     partially      | 8.034784327110678  |
|      patterns      | 8.034784327110678  |
|       royal        | 8.034784327110678  |
|       thighs       | 8.034784327110678  |
|       zipped       | 8.034784327110678  |
|       canvas       | 8.051591445427059  |
|       covers       | 8.051591445427059  |
|        crop        | 8.051591445427059  |
|      garment       | 8.051591445427059  |
|      greenish      | 8.051591445427059  |
|        here        | 8.051591445427059  |
|      slanted       | 8.051591445427059  |
|      between       | 8.068685878786358  |
|       lifts        | 8.068685878786358  |
|       narrow       | 8.068685878786358  |
|      platform      | 8.068685878786358  |
|      pointing      | 8.068685878786358  |
|        shes        | 8.068685878786358  |
|      touches       | 8.068685878786358  |
|       track        | 8.068685878786358  |
|      wrapped       | 8.068685878786358  |
|       caring       | 8.086077621498228  |
|      carring       | 8.086077621498228  |
|      lanyard       | 8.086077621498228  |
|        tag         | 8.086077621498228  |
|       viewed       | 8.086077621498228  |
|     background     |  8.10377719859763  |
|       jumper       |  8.10377719859763  |
|        shit        |  8.10377719859763  |
|        stop        |  8.10377719859763  |
|      attached      | 8.121795704100307  |
|       helmet       | 8.121795704100307  |
|      resting       | 8.121795704100307  |
|        too         | 8.121795704100307  |
|       torso        | 8.121795704100307  |
|     basketball     | 8.140144842768503  |
|     newspaper      | 8.140144842768503  |
|      untucked      | 8.140144842768503  |
|      dancing       | 8.158836975780655  |
|       stride       | 8.158836975780655  |
|        than        | 8.158836975780655  |
|       aside        |  8.17788517075135  |
|      lightly       |  8.17788517075135  |
|     pocketbook     |  8.17788517075135  |
|      stomach       |  8.17788517075135  |
|       bends        | 8.197303256608453  |
|       frames       | 8.197303256608453  |
|        name        | 8.197303256608453  |
|      sitting       | 8.197303256608453  |
|        bra         | 8.217105883904633  |
|     bracelets      | 8.217105883904633  |
|      brownish      | 8.217105883904633  |
|      crosses       | 8.217105883904633  |
|        few         | 8.217105883904633  |
|        flap        | 8.217105883904633  |
|       lining       | 8.217105883904633  |
|      multiple      | 8.217105883904633  |
|       soled        | 8.217105883904633  |
|      spotted       | 8.217105883904633  |
|        wash        | 8.217105883904633  |
|        air         | 8.237308591222153  |
|      computer      | 8.237308591222153  |
|       edges        | 8.237308591222153  |
|        hold        | 8.237308591222153  |
|      markings      | 8.237308591222153  |
|        men         | 8.237308591222153  |
|       shades       | 8.237308591222153  |
|        brim        | 8.257927878424887  |
|       couple       | 8.257927878424887  |
|      extends       | 8.257927878424887  |
|        fair        | 8.257927878424887  |
|        fit         | 8.257927878424887  |
|       indoor       | 8.257927878424887  |
|       lined        | 8.257927878424887  |
|      pictures      | 8.257927878424887  |
|       shaped       | 8.257927878424887  |
|        toes        | 8.257927878424887  |
|     waistband      | 8.257927878424887  |
|      average       |  8.27898128762272  |
|      clasped       |  8.27898128762272  |
|       cloth        |  8.27898128762272  |
|      falling       |  8.27898128762272  |
|        hose        |  8.27898128762272  |
|      pleated       |  8.27898128762272  |
|        slit        |  8.27898128762272  |
|       attire       | 8.300487492843683  |
|     bluejeans      | 8.300487492843683  |
|        cuff        | 8.300487492843683  |
|      earbuds       | 8.300487492843683  |
|       having       | 8.300487492843683  |
|      jumpsuit      | 8.300487492843683  |
|      leopard       | 8.300487492843683  |
|       maybe        | 8.300487492843683  |
|      printing      | 8.300487492843683  |
|      sandels       | 8.300487492843683  |
|       brief        | 8.322466399562458  |
|       clutch       | 8.322466399562458  |
|     crossbody      | 8.322466399562458  |
|      mustache      | 8.322466399562458  |
|       coral        | 8.344939255414516  |
|       inches       | 8.344939255414516  |
|      metallic      | 8.344939255414516  |
|      outdoors      | 8.344939255414516  |
|        pans        | 8.344939255414516  |
|      ruffles       | 8.344939255414516  |
|       salmon       | 8.344939255414516  |
|       sport        | 8.344939255414516  |
|       still        | 8.344939255414516  |
|        yoga        | 8.344939255414516  |
|        bob         | 8.367928773639216  |
|       brick        | 8.367928773639216  |
|      briskly       | 8.367928773639216  |
|       buckle       | 8.367928773639216  |
|       metal        | 8.367928773639216  |
|        nice        | 8.367928773639216  |
|       patch        | 8.367928773639216  |
|      shorter       | 8.367928773639216  |
|       straw        | 8.367928773639216  |
|       symbol       | 8.367928773639216  |
|        army        |  8.39145927104941  |
|      barefoot      |  8.39145927104941  |
|        fall        |  8.39145927104941  |
|      footwear      |  8.39145927104941  |
|       legged       |  8.39145927104941  |
|      pinkish       |  8.39145927104941  |
|        pull        |  8.39145927104941  |
|        road        |  8.39145927104941  |
|        show        |  8.39145927104941  |
|       sling        |  8.39145927104941  |
|       wallet       |  8.39145927104941  |
|      younger       |  8.39145927104941  |
|       chain        |  8.41555682262847  |
|       facial       |  8.41555682262847  |
|       match        |  8.41555682262847  |
|      sideways      |  8.41555682262847  |
|         so         |  8.41555682262847  |
